calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
2,0.01,0.0009,15,-0.0015021685483535157,-0.017309568170106985,0.0,-0.019
3,0.01,0.0009,15,-0.052471557908245293,-0.007559959710219142,-0.05,0.001
0,0.01,0.0009,15,-0.02339421200663947,0.0021739191191591316,-0.02,0.0
1,0.01,0.0009,15,-0.02206575997486324,0.01758469243158697,-0.02,0.019
2,0.01,0.0009,15,-0.0026193440009901524,-0.019707824453920914,0.0,-0.019
3,0.01,0.0009,15,-0.047276923377037906,-0.009929828491865775,-0.05,0.001
0,0.01,0.0009,15,-0.02293205475618706,0.0010827203564816098,-0.02,0.0
1,0.01,0.0009,15,-0.021757885438404692,0.018391159392160093,-0.02,0.019
2,0.01,0.0009,15,-0.0032555109708348085,-0.01789081835520256,0.0,-0.019
3,0.01,0.0009,15,-0.04856207871132548,-0.004495431920527716,-0.05,0.001
0,0.01,0.0009,15,-0.023765685162538953,-0.001877767118156873,-0.02,0.0
1,0.01,0.0009,15,-0.02094897638764979,0.018049100691588243,-0.02,0.019
2,0.01,0.0009,15,-0.00321936995416328,-0.019569316104877936,0.0,-0.019
3,0.01,0.0009,15,-0.04992070352976689,-0.003035831857412681,-0.05,0.001
0,0.01,0.0009,15,-0.02414588067731655,-0.0020165338452874187,-0.02,0.0
1,0.01,0.0009,15,-0.019204722990983976,0.015977432048396537,-0.02,0.019
2,0.01,0.0009,15,-0.0031546662267843435,-0.02027698078843136,0.0,-0.019
3,0.01,0.0009,15,-0.04581420354641306,-0.002689820559352979,-0.05,0.001
0,0.01,0.0009,15,-0.021574142797185596,0.0008645028022250323,-0.02,0.0
1,0.01,0.0009,15,-0.018092226821219626,0.01650943445084759,-0.02,0.019
2,0.01,0.0009,15,-0.00110730584684753,-0.021746327244488935,0.0,-0.019
3,0.01,0.0009,15,-0.04064956399544748,-0.0011399074700256502,-0.05,0.001
0,0.01,0.0009,15,-0.02154480378125829,0.0019943953107850127,-0.02,0.0
1,0.01,0.0009,15,-0.017955403067956406,0.019260960966179064,-0.02,0.019
2,0.01,0.0009,15,-0.0030671222611457077,-0.02265244738958703,0.0,-0.019
3,0.01,0.0009,15,-0.04251159313841396,-0.01658241058247499,-0.05,0.001
0,0.01,0.0009,15,-0.02429437194892073,0.004487238039945372,-0.02,0.0
1,0.01,0.0009,15,-0.017152996315221124,0.020602459690998932,-0.02,0.019
2,0.01,0.0009,15,-0.0031503177365488255,-0.021202502006552444,0.0,-0.019
3,0.01,0.0009,15,-0.046927109088629584,-0.0083004625721812,-0.05,0.001
0,0.01,0.0009,15,-0.024350170106985,0.0046358011295210885,-0.02,0.0
1,0.01,0.0009,15,-0.016079512838076855,0.01970235083891777,-0.02,0.019
2,0.01,0.0009,15,-0.0016737518427873308,-0.020582032654554463,0.0,-0.019
3,0.01,0.0009,15,-0.04815970074442731,-0.004199358124289539,-0.05,0.001
